PCPT,MAX_T,MIN_T,AVG_T,SMOKE,PM10,AQI,SO2,O3,City,DATE,AQI_BUCKET,,
0,92,79,85.5,0,,29,,36,Davis Island,6/11/2021,GOOD,,
0,97,81,89,0,,29,,,Davis Island,7/26/2021,GOOD,,
,89,77,83,1,,29,,,Davis Island,9/10/2021,GOOD,,
1.02,95,76,85.5,0,,29,,,Davis Island,9/13/2021,GOOD,,
0.02,82,69,75.5,0,,29,,,Davis Island,10/29/2021,GOOD,,
,81,69,75,0,,29,,,Davis Island,12/14/2021,GOOD,,
0,73,59,66,0,8.9,30,10,37,Davis Island,1/18/2011,GOOD,,
0,76,51,63.5,0,20.7,30,4,38,Davis Island,1/20/2011,GOOD,,
0.13,70,53,61.5,0,15.5,30,10,42,Davis Island,2/10/2011,GOOD,,
0,82,52,67,1,19,30,7,36,Davis Island,3/8/2011,GOOD,,
0.59,81,65,73,0,21.3,30,8,36,Davis Island,3/30/2011,GOOD,,
0.06,92,78,85,1,21,30,5,75,Davis Island,7/15/2011,GOOD,,
0.39,90,77,83.5,1,14.3,30,21,30,Davis Island,7/31/2011,GOOD,,
0.02,92,82,87,0,22.7,30,8,18,Davis Island,8/3/2011,GOOD,,
0,91,81,86,1,23.1,30,12,35,Davis Island,8/13/2011,GOOD,,
0.02,91,79,85,0,29.4,30,6,47,Davis Island,8/17/2011,GOOD,,
0,93,77,85,0,13.2,30,3,36,Davis Island,8/25/2011,GOOD,,
0,80,57,68.5,0,8.9,30,2,27,Davis Island,11/18/2011,GOOD,,
0,83,68,75.5,0,17.6,30,3,39,Davis Island,11/19/2011,GOOD,,
0,79,61,70,0,21.5,30,6,36,Davis Island,12/4/2011,GOOD,,
0,78,60,69,0,13.3,30,1,38,Davis Island,12/15/2011,GOOD,,
0,79,60,69.5,0,12.4,30,1,39,Davis Island,12/17/2011,GOOD,,
0.43,72,57,64.5,0,22,30,3,42,Davis Island,1/18/2012,GOOD,,
0,81,64,72.5,0,15.5,30,13,49,Davis Island,1/26/2012,GOOD,,
0,79,67,73,0,18.9,30,8,45,Davis Island,2/5/2012,GOOD,,
0,80,63,71.5,0,18.6,30,15,37,Davis Island,2/15/2012,GOOD,,
0,82,68,75,0,19.2,30,6,37,Davis Island,3/2/2012,GOOD,,
0.05,81,73,77,0,20.8,30,2,92,Davis Island,4/19/2012,GOOD,,
0,90,78,84,0,11.9,30,10,32,Davis Island,7/2/2012,GOOD,,
0.44,85,75,80,0,28.7,30,2,34,Davis Island,7/16/2012,GOOD,,
2.5,93,71,82,0,20.1,30,5,32,Davis Island,7/21/2012,GOOD,,
0.05,89,75,82,0,24.3,30,6,52,Davis Island,9/14/2012,GOOD,,
0.15,89,77,83,0,21.7,30,3,58,Davis Island,10/1/2012,GOOD,,
0.1,85,71,78,0,17.4,30,6,40,Davis Island,10/18/2012,GOOD,,
0,77,62,69.5,0,14.8,30,3,33,Davis Island,12/7/2012,GOOD,,
0,67,51,59,0,33.4,30,33,23,Davis Island,12/24/2012,GOOD,,
0,58,40,49,0,28.5,30,65,27,Davis Island,12/30/2012,GOOD,,
0,89,70,79.5,0,23.8,30,9,49,Davis Island,4/18/2013,GOOD,,
0,86,66,76,0,19.6,30,1,63,Davis Island,4/23/2013,GOOD,,
0,84,73,78.5,0,23.7,30,4,32,Davis Island,4/29/2013,GOOD,,
0.06,90,74,82,0,21,30,3,29,Davis Island,6/24/2013,GOOD,,
0,87,68,77.5,0,24.9,30,8,39,Davis Island,10/13/2013,GOOD,,
0.01,81,69,75,0,23.8,30,3,35,Davis Island,11/18/2013,GOOD,,
0,81,64,72.5,0,9.5,30,4,40,Davis Island,11/20/2013,GOOD,,
0,83,68,75.5,0,14.3,30,3,34,Davis Island,12/7/2013,GOOD,,
0,76,50,63,0,13.8,30,3,46,Davis Island,12/13/2013,GOOD,,
0,76,49,62.5,0,18.3,30,7,29,Davis Island,12/25/2013,GOOD,,
0,76,65,70.5,0,29.5,30,4,21,Davis Island,3/4/2014,GOOD,,
0,85,67,76,0,13,30,2,36,Davis Island,4/12/2014,GOOD,,
0.53,78,67,72.5,0,33,30,3,55,Davis Island,4/18/2014,GOOD,,
0,87,70,78.5,0,16.2,30,5,32,Davis Island,4/27/2014,GOOD,,
0.5,91,73,82,0,22.6,30,3,22,Davis Island,6/16/2014,GOOD,,
0,93,77,85,0,15.2,30,2,66,Davis Island,6/25/2014,GOOD,,
0,90,76,83,0,12.7,30,8,35,Davis Island,7/2/2014,GOOD,,
0.01,90,76,83,1,11,30,2,49,Davis Island,9/6/2014,GOOD,,
0,87,77,82,0,20.5,30,2,42,Davis Island,9/8/2014,GOOD,,
0.16,91,75,83,1,31.6,30,2,72,Davis Island,9/12/2014,GOOD,,
0,89,73,81,0,19.8,30,3,33,Davis Island,10/11/2014,GOOD,,
0.86,77,64,70.5,0,13,30,4,43,Davis Island,11/17/2014,GOOD,,
0,79,59,69,1,29.3,30,8,43,Davis Island,12/1/2014,GOOD,,
,80,70,75,0,25.8,30,3,43,Davis Island,1/4/2015,GOOD,,
,62,44,53,0,14.9,30,7,41,Davis Island,1/9/2015,GOOD,,
2.3,67,56,61.5,0,24.3,30,2,63,Davis Island,2/28/2015,GOOD,,
0,81,58,69.5,0,17.5,30,4,48,Davis Island,3/8/2015,GOOD,,
0,84,68,76,0,25.2,30,2,64,Davis Island,3/20/2015,GOOD,,
0,83,67,75,0,45.9,30,2,37,Davis Island,3/21/2015,GOOD,,
0,87,75,81,0,49.8,30,3,41,Davis Island,4/18/2015,GOOD,,
0.05,92,73,82.5,0,13,30,5,45,Davis Island,5/15/2015,GOOD,,
0.25,87,76,81.5,1,10.6,30,1,35,Davis Island,7/31/2015,GOOD,,
0.04,89,78,83.5,1,18,30,1,53,Davis Island,8/31/2015,GOOD,,
0,91,78,84.5,1,11,30,1,27,Davis Island,9/9/2015,GOOD,,
0,89,70,79.5,0,19.1,30,2,57,Davis Island,10/23/2015,GOOD,,
0,67,48,57.5,0,24,30,1,35,Davis Island,12/19/2015,GOOD,,
0,86,69,77.5,0,22.5,30,5,59,Davis Island,12/25/2015,GOOD,,
0,86,71,78.5,0,29.6,30,3,73,Davis Island,12/26/2015,GOOD,,
0,84,72,78,0,23.3,30,1,58,Davis Island,12/28/2015,GOOD,,
0.07,92,78,85,0,21.4,30,6,54,Davis Island,7/14/2016,GOOD,,
1.98,82,74,78,1,34,30,2,57,Davis Island,8/8/2016,GOOD,,
0.7,91,73,82,0,25.3,30,3,38,Davis Island,10/2/2016,GOOD,,
0.25,87,75,81,0,27.2,30,6,43,Davis Island,10/6/2016,GOOD,,
0,86,67,76.5,0,16.9,30,1,54,Davis Island,12/25/2016,GOOD,,
0,82,58,70,1,17.6,30,3,53,Davis Island,1/12/2017,GOOD,,
0,80,65,72.5,0,17.9,30,2,42,Davis Island,1/14/2017,GOOD,,
0,80,66,73,0,22.9,30,1,31,Davis Island,2/21/2017,GOOD,,
0,87,65,76,0,31.2,30,1,42,Davis Island,3/29/2017,GOOD,,
0,91,74,82.5,0,15.7,30,5,37,Davis Island,4/3/2017,GOOD,,
,90,76,83,0,18.6,30,1,37,Davis Island,6/23/2017,GOOD,,
0.01,90,79,84.5,1,23.5,30,2,33,Davis Island,8/18/2017,GOOD,,
,86,76,81,1,21.1,30,2,33,Davis Island,9/12/2017,GOOD,,
0,93,76,84.5,1,15.4,30,6,36,Davis Island,9/21/2017,GOOD,,
0.05,93,75,84,0,23.7,30,7,38,Davis Island,9/22/2017,GOOD,,
0.1,90,76,83,0,26.1,30,5,46,Davis Island,10/13/2017,GOOD,,
0,85,62,73.5,1,15.7,30,,33,Davis Island,11/28/2017,GOOD,,
0,79,67,73,0,24.2,30,,31,Davis Island,1/10/2018,GOOD,,
0.04,74,62,68,0,16.3,30,,49,Davis Island,1/12/2018,GOOD,,
0,75,48,61.5,0,16.1,30,,34,Davis Island,1/16/2018,GOOD,,
0,84,70,77,0,25.1,30,,50,Davis Island,2/11/2018,GOOD,,
0,81,67,74,0,12.6,30,,72,Davis Island,2/15/2018,GOOD,,
0,89,73,81,0,8.1,30,,33,Davis Island,2/20/2018,GOOD,,
0,88,72,80,0,7.8,30,,60,Davis Island,2/21/2018,GOOD,,
0,87,68,77.5,0,14.4,30,,52,Davis Island,2/22/2018,GOOD,,
0.1,83,70,76.5,1,17.8,30,,37,Davis Island,2/25/2018,GOOD,,
0,71,48,59.5,1,18.1,30,,33,Davis Island,3/9/2018,GOOD,,
0,72,45,58.5,0,7.9,30,,35,Davis Island,3/16/2018,GOOD,,
0,90,64,77,0,7.2,30,,48,Davis Island,5/3/2018,GOOD,,
0,91,76,83.5,0,21.2,30,,32,Davis Island,6/14/2018,GOOD,,
0.65,92,77,84.5,0,22.7,30,,37,Davis Island,6/28/2018,GOOD,,
0.27,90,78,84,0,23,30,,39,Davis Island,7/24/2018,GOOD,,
0.2,88,76,82,0,19.6,30,,34,Davis Island,8/1/2018,GOOD,,
2.23,92,71,81.5,0,28.1,30,,36,Davis Island,8/2/2018,GOOD,,
0.31,92,73,82.5,0,29.5,30,,29,Davis Island,8/3/2018,GOOD,,
,93,78,85.5,0,22.2,30,,45,Davis Island,8/8/2018,GOOD,,
0.8,94,74,84,0,33.8,30,,27,Davis Island,9/21/2018,GOOD,,
0.97,93,78,85.5,0,50.7,30,,24,Davis Island,9/23/2018,GOOD,,
0,85,70,77.5,0,9.3,30,,40,Davis Island,11/7/2018,GOOD,,
,85,71,78,0,18.5,30,,48,Davis Island,11/10/2018,GOOD,,
0,80,72,76,0,23.4,30,,71,Davis Island,12/2/2018,GOOD,,
0,74,53,63.5,0,19.3,30,,41,Davis Island,12/25/2018,GOOD,,
0,81,70,75.5,0,27.6,30,,24,Davis Island,12/29/2018,GOOD,,
,79,69,74,0,23.5,30,,34,Davis Island,1/3/2019,GOOD,,
0,68,54,61,0,25.9,30,,56,Davis Island,1/5/2019,GOOD,,
,62,44,53,0,14.8,30,,35,Davis Island,1/28/2019,GOOD,,
0,64,44,54,0,17.9,30,,35,Davis Island,1/29/2019,GOOD,,
0.09,81,63,72,0,10.4,30,,40,Davis Island,2/10/2019,GOOD,,
0,82,66,74,0,7.5,30,,26,Davis Island,2/17/2019,GOOD,,
0,85,71,78,0,27.5,30,,35,Davis Island,2/20/2019,GOOD,,
0.03,84,71,77.5,0,29.9,30,,24,Davis Island,2/22/2019,GOOD,,
0,84,69,76.5,0,18.8,30,,39,Davis Island,3/15/2019,GOOD,,
0.04,92,75,83.5,0,22.5,30,,44,Davis Island,7/18/2019,GOOD,,
0.26,88,76,82,0,17.7,30,,40,Davis Island,7/23/2019,GOOD,,
0,91,77,84,0,23.5,30,,40,Davis Island,7/30/2019,GOOD,,
,90,83,86.5,0,19.1,30,,33,Davis Island,8/10/2019,GOOD,,
0,93,74,83.5,0,24.8,30,,39,Davis Island,10/2/2019,GOOD,,
0,83,62,72.5,0,15.5,30,,59,Davis Island,11/11/2019,GOOD,,
1.04,74,60,67,0,11.2,30,,20,Davis Island,1/4/2020,GOOD,,
0,80,66,73,0,30.4,30,,55,Davis Island,1/17/2020,GOOD,,
0,70,52,61,0,14.9,30,,75,Davis Island,1/25/2020,GOOD,,
0,82,66,74,1,15.7,30,,21,Davis Island,2/11/2020,GOOD,,
0,81,61,71,0,16.3,30,,25,Davis Island,2/16/2020,GOOD,,
0,87,72,79.5,0,16.2,30,,57,Davis Island,3/29/2020,GOOD,,
0.02,91,76,83.5,0,23.4,30,,37,Davis Island,5/27/2020,GOOD,,
0,93,78,85.5,0,27.3,30,,30,Davis Island,6/1/2020,GOOD,,
0.02,93,76,84.5,0,23,30,,40,Davis Island,6/12/2020,GOOD,,
0,95,81,88,0,33.9,30,,39,Davis Island,6/29/2020,GOOD,,
0.01,91,76,83.5,0,23.7,30,,28,Davis Island,7/28/2020,GOOD,,
0.01,93,78,85.5,0,38,30,,42,Davis Island,8/5/2020,GOOD,,
0,89,71,80,0,19.5,30,,46,Davis Island,9/23/2020,GOOD,,
0,88,74,81,0,15.6,30,,39,Davis Island,10/23/2020,GOOD,,
0,83,62,72.5,0,33.4,30,,45,Davis Island,11/4/2020,GOOD,,
0.26,84,74,79,0,33,30,,43,Davis Island,11/12/2020,GOOD,,
0.07,72,52,62,0,26.4,30,,38,Davis Island,1/7/2021,GOOD,,
0.24,69,48,58.5,0,9.8,30,,27,Davis Island,1/15/2021,GOOD,,
0,73,59,66,0,9.2,30,,40,Davis Island,1/22/2021,GOOD,,
0,82,62,72,0,13.8,30,,44,Davis Island,3/15/2021,GOOD,,
0,71,55,63,0,,30,,28,Davis Island,3/20/2021,GOOD,,
0.35,84,70,77,0,,30,,37,Davis Island,4/18/2021,GOOD,,
0,88,73,80.5,0,,30,,36,Davis Island,5/1/2021,GOOD,,
0,91,71,81,1,,30,,42,Davis Island,5/9/2021,GOOD,,
0.37,93,79,86,0,,30,,,Davis Island,7/21/2021,GOOD,,
2.04,95,73,84,0,,30,,,Davis Island,8/11/2021,GOOD,,
0.37,89,80,84.5,1,,30,,,Davis Island,8/16/2021,GOOD,,
0,89,80,84.5,1,,30,,,Davis Island,8/28/2021,GOOD,,
0.16,89,76,82.5,0,,30,,,Davis Island,9/7/2021,GOOD,,
0.33,86,76,81,0,,30,,,Davis Island,10/28/2021,GOOD,,
0.07,80,68,74,0,,30,,,Davis Island,11/4/2021,GOOD,,
,84,68,76,0,,30,,,Davis Island,11/19/2021,GOOD,,
0,79,66,72.5,0,,30,,,Davis Island,11/20/2021,GOOD,,
0,75,55,65,0,,30,,,Davis Island,12/4/2021,GOOD,,
0,80,61,70.5,0,,30,,,Davis Island,12/5/2021,GOOD,,
0,73,53,63,0,27.5,31,15,42,Davis Island,1/10/2011,GOOD,,
0,53,39,46,1,9,31,11,36,Davis Island,1/12/2011,GOOD,,
0,59,45,52,1,10.2,31,10,37,Davis Island,1/27/2011,GOOD,,
0,89,70,79.5,0,24.5,31,10,37,Davis Island,4/23/2011,GOOD,,
0.89,88,71,79.5,1,24.7,31,6,39,Davis Island,4/24/2011,GOOD,,
0,86,61,73.5,0,27.2,31,10,38,Davis Island,5/8/2011,GOOD,,
0,92,78,85,0,17.5,31,25,41,Davis Island,6/12/2011,GOOD,,
0.24,91,77,84,0,14,31,7,29,Davis Island,7/5/2011,GOOD,,
0,91,80,85.5,0,15.6,31,12,41,Davis Island,7/21/2011,GOOD,,
0,93,80,86.5,1,10.3,31,13,39,Davis Island,7/30/2011,GOOD,,
0,93,79,86,0,22.1,31,24,18,Davis Island,8/2/2011,GOOD,,
3.05,87,75,81,0,21.4,31,36,35,Davis Island,8/9/2011,GOOD,,
1.51,85,76,80.5,0,21.9,31,16,38,Davis Island,8/10/2011,GOOD,,
0.04,93,81,87,0,18.1,31,19,45,Davis Island,8/14/2011,GOOD,,
1.1,88,76,82,1,37,31,12,44,Davis Island,9/6/2011,GOOD,,
0,83,69,76,0,21.9,31,9,53,Davis Island,10/10/2011,GOOD,,
0,79,63,71,0,21,31,1,43,Davis Island,11/3/2011,GOOD,,
0.03,71,56,63.5,0,23.6,31,1,44,Davis Island,11/4/2011,GOOD,,
0,77,50,63.5,0,15.4,31,5,34,Davis Island,11/12/2011,GOOD,,
0,82,62,72,0,25.6,31,2,25,Davis Island,12/5/2011,GOOD,,
0,79,61,70,0,12.9,31,3,38,Davis Island,12/14/2011,GOOD,,
0,78,65,71.5,0,12.7,31,1,38,Davis Island,12/16/2011,GOOD,,
0,77,53,65,0,20.2,31,1,32,Davis Island,12/19/2011,GOOD,,
0,80,66,73,0,11.7,31,11,38,Davis Island,12/23/2011,GOOD,,
0.15,74,62,68,0,25.8,31,4,34,Davis Island,12/27/2011,GOOD,,
0,64,50,57,0,23.7,31,2,36,Davis Island,12/28/2011,GOOD,,
0,75,51,63,0,21.1,31,1,40,Davis Island,12/30/2011,GOOD,,
0,76,55,65.5,0,10.6,31,7,48,Davis Island,1/1/2012,GOOD,,
0,78,60,69,0,30.7,31,3,44,Davis Island,1/23/2012,GOOD,,
0,77,66,71.5,0,11.4,31,9,46,Davis Island,2/3/2012,GOOD,,
0,83,65,74,0,17.7,31,5,40,Davis Island,2/4/2012,GOOD,,
0,82,69,75.5,0,19.6,31,16,46,Davis Island,3/9/2012,GOOD,,
0,83,71,77,0,20.9,31,2,37,Davis Island,3/23/2012,GOOD,,
0,85,67,76,0,29.5,31,1,59,Davis Island,3/30/2012,GOOD,,
0,85,72,78.5,0,21.2,31,2,65,Davis Island,4/18/2012,GOOD,,
0.04,88,76,82,0,17.7,31,12,26,Davis Island,5/30/2012,GOOD,,
0.14,84,74,79,0,16.8,31,1,30,Davis Island,7/18/2012,GOOD,,
0,90,80,85,0,20.9,31,3,31,Davis Island,7/27/2012,GOOD,,
0,92,78,85,0,18.2,31,8,21,Davis Island,8/9/2012,GOOD,,
0.05,91,75,83,0,29.7,31,39,47,Davis Island,9/13/2012,GOOD,,
0,90,70,80,0,16.7,31,6,45,Davis Island,10/14/2012,GOOD,,
0,79,70,74.5,1,25.7,31,2,41,Davis Island,10/17/2012,GOOD,,
0,86,66,76,0,14,31,1,51,Davis Island,10/22/2012,GOOD,,
0.07,75,62,68.5,0,19.2,31,9,26,Davis Island,11/6/2012,GOOD,,
0,77,55,66,0,12.7,31,4,41,Davis Island,11/10/2012,GOOD,,
0.08,83,64,73.5,0,8.8,31,2,48,Davis Island,11/12/2012,GOOD,,
0,69,58,63.5,0,15.1,31,4,59,Davis Island,11/16/2012,GOOD,,
0,82,62,72,0,20.7,31,4,23,Davis Island,12/2/2012,GOOD,,
0,78,59,68.5,0,20.5,31,3,33,Davis Island,12/5/2012,GOOD,,
0,78,63,70.5,0,11.3,31,4,33,Davis Island,12/17/2012,GOOD,,
0.9,71,44,57.5,0,27.7,31,4,27,Davis Island,12/28/2012,GOOD,,
0,79,66,72.5,0,19.6,31,10,50,Davis Island,1/13/2013,GOOD,,
0.39,65,59,62,0,24,31,7,26,Davis Island,2/14/2013,GOOD,,
0,90,74,82,0,13.7,31,4,46,Davis Island,6/9/2013,GOOD,,
0.03,92,77,84.5,0,28.2,31,8,25,Davis Island,7/7/2013,GOOD,,
0,86,76,81,0,25.5,31,6,40,Davis Island,7/13/2013,GOOD,,
0.18,94,74,84,0,24.4,31,6,42,Davis Island,9/15/2013,GOOD,,
0.77,83,76,79.5,0,28,31,4,62,Davis Island,9/23/2013,GOOD,,
1.07,80,75,77.5,0,19.9,31,8,55,Davis Island,9/24/2013,GOOD,,
0.7,86,75,80.5,0,20.7,31,2,34,Davis Island,10/7/2013,GOOD,,
0.12,86,73,79.5,0,20.2,31,5,31,Davis Island,10/22/2013,GOOD,,
0.03,72,44,58,0,18.1,31,7,42,Davis Island,11/27/2013,GOOD,,
0,80,67,73.5,0,26.4,31,4,28,Davis Island,12/10/2013,GOOD,,
0,82,70,76,0,21,31,7,49,Davis Island,12/22/2013,GOOD,,
0,74,56,65,0,15,31,4,55,Davis Island,2/11/2014,GOOD,,
0,78,63,70.5,0,25.1,31,3,44,Davis Island,2/25/2014,GOOD,,
0,78,55,66.5,0,32.2,31,3,36,Davis Island,3/2/2014,GOOD,,
0,77,61,69,0,31.4,31,8,26,Davis Island,3/3/2014,GOOD,,
0.07,81,62,71.5,0,25,31,2,38,Davis Island,4/17/2014,GOOD,,
0,89,74,81.5,0,16,31,3,42,Davis Island,4/29/2014,GOOD,,
0,89,73,81,0,18.4,31,17,38,Davis Island,5/12/2014,GOOD,,
0,88,75,81.5,0,19.7,31,2,53,Davis Island,6/7/2014,GOOD,,
0,93,79,86,0,24.3,31,9,36,Davis Island,6/21/2014,GOOD,,
0,94,79,86.5,0,11.9,31,5,58,Davis Island,6/26/2014,GOOD,,
0,93,76,84.5,0,22,31,4,47,Davis Island,6/28/2014,GOOD,,
0.11,87,74,80.5,0,14.7,31,7,45,Davis Island,7/6/2014,GOOD,,
1.12,92,74,83,0,15.2,31,3,25,Davis Island,8/2/2014,GOOD,,
0.63,83,73,78,0,11.1,31,3,34,Davis Island,9/22/2014,GOOD,,
0,78,54,66,0,20.6,31,2,30,Davis Island,11/12/2014,GOOD,,
0.15,72,51,61.5,0,15.7,31,5,47,Davis Island,11/26/2014,GOOD,,
0,79,64,71.5,0,21.6,31,13,41,Davis Island,12/2/2014,GOOD,,
0,70,48,59,0,17,31,2,61,Davis Island,12/16/2014,GOOD,,
0,76,66,71,1,27.6,31,2,41,Davis Island,12/22/2014,GOOD,,
0,66,55,60.5,0,21.2,31,3,33,Davis Island,12/25/2014,GOOD,,
0,67,50,58.5,1,45.5,31,5,39,Davis Island,1/7/2015,GOOD,,
0,59,37,48,0,23.1,31,5,36,Davis Island,1/8/2015,GOOD,,
0,76,55,65.5,0,31.4,31,3,58,Davis Island,1/21/2015,GOOD,,
0,68,43,55.5,0,19.3,31,7,55,Davis Island,2/3/2015,GOOD,,
0,76,65,70.5,0,35.6,31,6,46,Davis Island,2/23/2015,GOOD,,
,75,52,63.5,0,20.4,31,3,57,Davis Island,2/25/2015,GOOD,,
0.03,86,73,79.5,0,17,31,8,41,Davis Island,3/11/2015,GOOD,,
,86,71,78.5,1,34.3,31,0,50,Davis Island,3/13/2015,GOOD,,
0,79,67,73,0,34.5,31,1,53,Davis Island,3/24/2015,GOOD,,
0,87,70,78.5,0,14.5,31,1,31,Davis Island,4/12/2015,GOOD,,
0.46,85,72,78.5,0,32.1,31,2,41,Davis Island,4/16/2015,GOOD,,
0,93,77,85,0,12.2,31,1,40,Davis Island,5/22/2015,GOOD,,
0.3,92,77,84.5,0,14.2,31,5,24,Davis Island,6/22/2015,GOOD,,
0.61,90,76,83,0,25,31,,41,Davis Island,6/28/2015,GOOD,,
0.4,91,80,85.5,1,17.4,31,2,81,Davis Island,7/23/2015,GOOD,,
1.47,85,75,80,0,17.5,31,0,30,Davis Island,7/25/2015,GOOD,,
0.01,87,77,82,1,14.9,31,2,41,Davis Island,8/27/2015,GOOD,,
0.75,91,74,82.5,0,18.4,31,1,42,Davis Island,8/29/2015,GOOD,,
0.79,89,74,81.5,0,18.5,31,1,39,Davis Island,8/30/2015,GOOD,,
0,88,74,81,0,12.6,31,0,31,Davis Island,9/18/2015,GOOD,,
0,87,76,81.5,0,39.8,31,1,55,Davis Island,11/1/2015,GOOD,,
0,82,63,72.5,0,20.1,31,2,49,Davis Island,11/29/2015,GOOD,,
0.01,82,70,76,0,21.5,31,2,47,Davis Island,12/2/2015,GOOD,,
0,82,66,74,0,34.7,31,1,40,Davis Island,12/5/2015,GOOD,,
0,80,62,71,0,13.1,31,8,44,Davis Island,12/10/2015,GOOD,,
0,78,58,68,0,13.8,31,3,48,Davis Island,12/11/2015,GOOD,,
0,81,73,77,0,24.6,31,4,56,Davis Island,12/14/2015,GOOD,,
1.05,77,56,66.5,0,30.4,31,3,57,Davis Island,2/4/2016,GOOD,,
0.19,79,69,74,0,25.4,31,3,59,Davis Island,3/13/2016,GOOD,,
0,81,56,68.5,0,16.2,31,2,31,Davis Island,3/23/2016,GOOD,,
0.07,83,64,73.5,0,22.7,31,2,31,Davis Island,3/24/2016,GOOD,,
0.01,92,76,84,0,14.5,31,2,54,Davis Island,7/15/2016,GOOD,,
,93,77,85,0,17.3,31,1,48,Davis Island,7/19/2016,GOOD,,
,94,78,86,0,14.8,31,4,64,Davis Island,8/2/2016,GOOD,,
0,93,78,85.5,0,13.5,31,2,33,Davis Island,8/19/2016,GOOD,,
0,93,74,83.5,0,21.7,31,3,21,Davis Island,9/8/2016,GOOD,,
0,95,77,86,0,29.6,31,2,19,Davis Island,9/9/2016,GOOD,,
0,91,78,84.5,0,32.6,31,3,38,Davis Island,9/17/2016,GOOD,,
0,80,61,70.5,0,23,31,1,47,Davis Island,11/12/2016,GOOD,,
0,78,62,70,0,15.3,31,1,54,Davis Island,12/7/2016,GOOD,,
0,81,65,73,0,10.6,31,2,52,Davis Island,12/13/2016,GOOD,,
0,79,63,71,0,13.9,31,2,41,Davis Island,1/15/2017,GOOD,,
0.14,72,62,67,0,14.5,31,9,54,Davis Island,1/23/2017,GOOD,,
0,75,55,65,0,36.3,31,10,81,Davis Island,1/25/2017,GOOD,,
0,79,65,72,1,36,31,12,84,Davis Island,1/26/2017,GOOD,,
0,76,56,66,0,22.3,31,2,37,Davis Island,2/2/2017,GOOD,,
0,81,64,72.5,0,13.7,31,3,47,Davis Island,2/7/2017,GOOD,,
0,78,66,72,0,19.6,31,8,29,Davis Island,2/13/2017,GOOD,,
0,69,53,61,0,23.9,31,5,48,Davis Island,2/16/2017,GOOD,,
0,74,50,62,0,22.9,31,1,46,Davis Island,2/17/2017,GOOD,,
0,78,65,71.5,0,11.9,31,1,29,Davis Island,3/12/2017,GOOD,,
0,76,52,64,0,38.9,31,4,33,Davis Island,3/20/2017,GOOD,,
0,89,69,79,0,20.9,31,4,39,Davis Island,4/20/2017,GOOD,,
0,84,71,77.5,0,23.1,31,2,23,Davis Island,4/26/2017,GOOD,,
0,89,73,81,0,28.7,31,109,37,Davis Island,4/27/2017,GOOD,,
0,93,72,82.5,0,11.1,31,9,72,Davis Island,5/15/2017,GOOD,,
,93,78,85.5,0,14.8,31,1,40,Davis Island,6/1/2017,GOOD,,
0,95,79,87,0,15.3,31,3,35,Davis Island,8/21/2017,GOOD,,
0,93,78,85.5,0,29.3,31,4,34,Davis Island,9/28/2017,GOOD,,
,92,81,86.5,0,19.8,31,5,30,Davis Island,10/7/2017,GOOD,,
0,75,57,66,1,23.4,31,4,52,Davis Island,10/26/2017,GOOD,,
0,81,63,72,0,17.6,31,,50,Davis Island,12/18/2017,GOOD,,
0,76,60,68,0,20.6,31,,27,Davis Island,12/28/2017,GOOD,,
0,67,53,60,0,15.7,31,,42,Davis Island,12/29/2017,GOOD,,
0.56,56,39,47.5,0,15.9,31,,28,Davis Island,1/3/2018,GOOD,,
,64,45,54.5,0,18.6,31,,48,Davis Island,1/13/2018,GOOD,,
0,70,47,58.5,0,21.4,31,,37,Davis Island,1/20/2018,GOOD,,
0,71,52,61.5,0,13.1,31,,74,Davis Island,1/25/2018,GOOD,,
2.61,76,63,69.5,0,21.1,31,,34,Davis Island,2/4/2018,GOOD,,
0,84,72,78,0,30.6,31,,43,Davis Island,2/12/2018,GOOD,,
0,86,71,78.5,0,22.2,31,,39,Davis Island,2/13/2018,GOOD,,
0,83,61,72,0,11.6,31,,43,Davis Island,3/28/2018,GOOD,,
0,83,67,75,0,12.1,31,,32,Davis Island,3/29/2018,GOOD,,
0,84,63,73.5,0,19.2,31,,24,Davis Island,4/5/2018,GOOD,,
0.09,86,72,79,0,26.4,31,,26,Davis Island,5/16/2018,GOOD,,
,90,78,84,1,20.9,31,,36,Davis Island,6/12/2018,GOOD,,
0,92,82,87,0,15.8,31,,40,Davis Island,6/23/2018,GOOD,,
0.12,85,75,80,0,21.5,31,,41,Davis Island,6/30/2018,GOOD,,
0.01,88,75,81.5,1,20.7,31,,42,Davis Island,7/6/2018,GOOD,,
,92,81,86.5,0,21.5,31,,34,Davis Island,7/27/2018,GOOD,,
0.36,91,78,84.5,0,30.5,31,,27,Davis Island,7/28/2018,GOOD,,
0.03,95,78,86.5,0,26.7,31,,42,Davis Island,8/5/2018,GOOD,,
0,94,78,86,0,19.7,31,,39,Davis Island,8/6/2018,GOOD,,
0.12,90,73,81.5,0,18.7,31,,43,Davis Island,8/19/2018,GOOD,,
0.03,94,80,87,1,16.7,31,,34,Davis Island,9/4/2018,GOOD,,
0.5,94,78,86,0,12,31,,50,Davis Island,9/5/2018,GOOD,,
0.64,95,78,86.5,0,31.2,31,,22,Davis Island,9/12/2018,GOOD,,
0,87,71,79,0,18,31,,45,Davis Island,10/12/2018,GOOD,,
,89,75,82,1,15.3,31,,59,Davis Island,10/19/2018,GOOD,,
